spore,metric,unit,paper_metrics
7,heat_electrification,percentage,96.02265374369884
7,ev_flexibility,fraction,0.8143142208691451
7,biofuel_utilisation,percentage,22.489087586747612
8,curtailment,percentage,1.2975142846659131
8,electricity_production_gini,fraction,0.6560317001795956
8,average_national_import,twh,29.519698881748766
8,fuel_autarky_gini,fraction,0.7897542324910054
8,storage_discharge_capacity,tw,1.495859138336372
8,transport_electrification,percentage,99.99999999999996
8,heat_electrification,percentage,99.78970510596272
8,ev_flexibility,fraction,0.8386038692794808
8,biofuel_utilisation,percentage,99.99200165394012
9,curtailment,percentage,0.7183100264669958
9,electricity_production_gini,fraction,0.7117977783680155
9,average_national_import,twh,32.118812469214376
9,fuel_autarky_gini,fraction,0.98234410314783
9,storage_discharge_capacity,tw,1.7560084918467087
9,transport_electrification,percentage,100.0
9,heat_electrification,percentage,94.79347835134725
9,ev_flexibility,fraction,0.8108990419203358
9,biofuel_utilisation,percentage,25.933511241540486
10,curtailment,percentage,1.2169812899611074
10,electricity_production_gini,fraction,0.6423573986737956
10,average_national_import,twh,34.795636579957865
10,fuel_autarky_gini,fraction,0.9558235661658137
10,storage_discharge_capacity,tw,1.1531584115893272
10,transport_electrification,percentage,99.98339023839826
10,heat_electrification,percentage,90.6341163579863
10,ev_flexibility,fraction,0.7365883700409052
10,biofuel_utilisation,percentage,82.77611391654864
11,curtailment,percentage,1.236125249627946
11,electricity_production_gini,fraction,0.7153593973083313
11,average_national_import,twh,28.38786050568597
11,fuel_autarky_gini,fraction,0.9778453198920164
11,storage_discharge_capacity,tw,1.3513606975290784
11,transport_electrification,percentage,100.0
11,heat_electrification,percentage,98.19720398262912
11,ev_flexibility,fraction,0.7540074161082572
11,biofuel_utilisation,percentage,12.27065901802597
12,curtailment,percentage,3.1322420860276394
12,electricity_production_gini,fraction,0.6016095831337555
12,average_national_import,twh,22.797215029607766
12,fuel_autarky_gini,fraction,0.7436686595030527
12,storage_discharge_capacity,tw,7.370167823288704
12,transport_electrification,percentage,98.57263956475136
12,heat_electrification,percentage,71.41051418359719
12,ev_flexibility,fraction,0.901147145174752
12,biofuel_utilisation,percentage,81.84475601558655
13,curtailment,percentage,2.698149448357889
13,electricity_production_gini,fraction,0.6342124062919765
13,average_national_import,twh,28.40340527499667
13,fuel_autarky_gini,fraction,0.7996942393308432
13,storage_discharge_capacity,tw,3.1383259844857534
13,transport_electrification,percentage,94.34595337186964
13,heat_electrification,percentage,92.76774361658391
13,ev_flexibility,fraction,0.8476616458644034
13,biofuel_utilisation,percentage,99.2401166359709
14,curtailment,percentage,1.252136597123737
14,electricity_production_gini,fraction,0.687968179243477
14,average_national_import,twh,35.42610935679929
14,fuel_autarky_gini,fraction,0.8619962206674997
14,storage_discharge_capacity,tw,1.855489368792203
14,transport_electrification,percentage,100.0
14,heat_electrification,percentage,97.87759284265822
14,ev_flexibility,fraction,0.8984071173275642
14,biofuel_utilisation,percentage,12.54968136460208
15,curtailment,percentage,0.4681434808176917
15,electricity_production_gini,fraction,0.6574898957917302
15,average_national_import,twh,25.6110839423802
15,fuel_autarky_gini,fraction,0.914774978304508
15,storage_discharge_capacity,tw,0.147610077431784
15,transport_electrification,percentage,99.99999999999996
15,heat_electrification,percentage,93.32312276935298
15,ev_flexibility,fraction,0.7908320764831004
15,biofuel_utilisation,percentage,29.945824848699605
16,curtailment,percentage,1.397283278509653
16,electricity_production_gini,fraction,0.6034415792937768
16,average_national_import,twh,27.4783511154169
16,fuel_autarky_gini,fraction,0.7385361658570055
16,storage_discharge_capacity,tw,2.001007083424245
16,transport_electrification,percentage,100.00000000000004
16,heat_electrification,percentage,99.74603632635728
16,ev_flexibility,fraction,0.8609184743616352
16,biofuel_utilisation,percentage,99.98880462744212
17,curtailment,percentage,1.404669485567716
17,electricity_production_gini,fraction,0.6898999597557274
17,average_national_import,twh,35.71352015308396
17,fuel_autarky_gini,fraction,0.8790630266174343
17,storage_discharge_capacity,tw,0.0800070844396608
17,transport_electrification,percentage,100.0
17,heat_electrification,percentage,96.35189008443494
17,ev_flexibility,fraction,0.9024376140301914
17,biofuel_utilisation,percentage,13.845794672074446
18,curtailment,percentage,0.585796479734034
18,electricity_production_gini,fraction,0.657756375812206
18,average_national_import,twh,28.07421580932485
18,fuel_autarky_gini,fraction,0.8637617360910312
18,storage_discharge_capacity,tw,1.6555068553081806
18,transport_electrification,percentage,100.0
18,heat_electrification,percentage,96.8335222508358
18,ev_flexibility,fraction,0.7747158845984987
18,biofuel_utilisation,percentage,53.76704308469997
19,curtailment,percentage,3.053615809646311
19,electricity_production_gini,fraction,0.5967388656260598
19,average_national_import,twh,22.916406249497157
19,fuel_autarky_gini,fraction,0.7336719186019011
19,storage_discharge_capacity,tw,8.516553948549227
19,transport_electrification,percentage,98.62365389768898
19,heat_electrification,percentage,71.52707553645303
19,ev_flexibility,fraction,0.9009042661582036
19,biofuel_utilisation,percentage,80.1172295464715
20,curtailment,percentage,0.6825364145698078
20,electricity_production_gini,fraction,0.6842827484286838
20,average_national_import,twh,28.83158388376641
20,fuel_autarky_gini,fraction,0.8710236412212201
20,storage_discharge_capacity,tw,1.7705646393219976
20,transport_electrification,percentage,100.0
20,heat_electrification,percentage,96.75777198262054
20,ev_flexibility,fraction,0.7656836806902102
20,biofuel_utilisation,percentage,51.86561570899107
21,curtailment,percentage,1.3463608876194872
21,electricity_production_gini,fraction,0.6628260475309281
21,average_national_import,twh,29.59901882974896
21,fuel_autarky_gini,fraction,0.9854342320238738
21,storage_discharge_capacity,tw,1.3434909914078226
21,transport_electrification,percentage,100.0
21,heat_electrification,percentage,99.42063541807072
21,ev_flexibility,fraction,0.8246907994542868
21,biofuel_utilisation,percentage,16.82397903714111
22,curtailment,percentage,0.4390309646635683
22,electricity_production_gini,fraction,0.6737224947111551
22,average_national_import,twh,27.83145415440337
22,fuel_autarky_gini,fraction,0.8029385344846376
22,storage_discharge_capacity,tw,1.6684929406268565
22,transport_electrification,percentage,99.99999999999996
22,heat_electrification,percentage,94.78669027120624
22,ev_flexibility,fraction,0.8107962858942264
22,biofuel_utilisation,percentage,88.77893845251143
23,curtailment,percentage,1.403407582864718
23,electricity_production_gini,fraction,0.693052600301221
23,average_national_import,twh,35.23027500069545
23,fuel_autarky_gini,fraction,0.8490874828404882
23,storage_discharge_capacity,tw,1.963945677143859
23,transport_electrification,percentage,100.0
23,heat_electrification,percentage,98.75109457894622
23,ev_flexibility,fraction,0.9006639921937062
23,biofuel_utilisation,percentage,10.803585698475086
24,curtailment,percentage,1.9692769396824152
24,electricity_production_gini,fraction,0.6671676381559319
24,average_national_import,twh,25.530150529689656
24,fuel_autarky_gini,fraction,0.9206303204256376
24,storage_discharge_capacity,tw,1.4964873226524416
24,transport_electrification,percentage,67.08316642495848
24,heat_electrification,percentage,90.53627436508728
24,ev_flexibility,fraction,0.7548153420493279
24,biofuel_utilisation,percentage,99.78726136184432
25,curtailment,percentage,1.2426809380034969
25,electricity_production_gini,fraction,0.7143927105674605
25,average_national_import,twh,28.38769819093375
25,fuel_autarky_gini,fraction,0.9792168076737044
25,storage_discharge_capacity,tw,1.4022800582396202
25,transport_electrification,percentage,100.0
25,heat_electrification,percentage,99.06862317534602
25,ev_flexibility,fraction,0.7545865937383518
25,biofuel_utilisation,percentage,10.455971886543516
26,curtailment,percentage,0.5313496982785215
26,electricity_production_gini,fraction,0.6881143922626952
26,average_national_import,twh,30.176868801621744
26,fuel_autarky_gini,fraction,0.9440354246763212
26,storage_discharge_capacity,tw,2.011814428724835
26,transport_electrification,percentage,100.0
26,heat_electrification,percentage,95.97963721889865
26,ev_flexibility,fraction,0.7719823799013148
26,biofuel_utilisation,percentage,22.59382260976853
27,curtailment,percentage,3.779627594612927
27,electricity_production_gini,fraction,0.6358738373464504
27,average_national_import,twh,34.62168758672574
27,fuel_autarky_gini,fraction,0.6866854366869563
27,storage_discharge_capacity,tw,2.375238924784756
27,transport_electrification,percentage,99.99472603070151
27,heat_electrification,percentage,99.7850360872952
27,ev_flexibility,fraction,0.8639276457501119
27,biofuel_utilisation,percentage,99.99908156396472
28,curtailment,percentage,1.41195029250225
28,electricity_production_gini,fraction,0.6957994106513024
28,average_national_import,twh,36.45507056013332
28,fuel_autarky_gini,fraction,0.8496105225448333
28,storage_discharge_capacity,tw,1.9884560052935087
28,transport_electrification,percentage,100.0
28,heat_electrification,percentage,98.77324411599272
28,ev_flexibility,fraction,0.8996688386961892
28,biofuel_utilisation,percentage,10.760487045175646
29,curtailment,percentage,0.7183100264669958
29,electricity_production_gini,fraction,0.7117977783680155
29,average_national_import,twh,32.118812469214376
29,fuel_autarky_gini,fraction,0.98234410314783
29,storage_discharge_capacity,tw,1.7560084918467087
29,transport_electrification,percentage,100.0
29,heat_electrification,percentage,94.79347835134725
29,ev_flexibility,fraction,0.8108990419203358
29,biofuel_utilisation,percentage,25.933511241540486
30,curtailment,percentage,0.8302917075402838
30,electricity_production_gini,fraction,0.7199835539081345
30,average_national_import,twh,26.79011431996187
30,fuel_autarky_gini,fraction,0.8825167516751621
30,storage_discharge_capacity,tw,1.6596675870969029
30,transport_electrification,percentage,99.99999999999996
30,heat_electrification,percentage,95.92940962815372
30,ev_flexibility,fraction,0.7458058250844685
30,biofuel_utilisation,percentage,21.979709536337324
31,curtailment,percentage,0.5339594347239721
31,electricity_production_gini,fraction,0.6767627261036726
31,average_national_import,twh,28.500161914773173
31,fuel_autarky_gini,fraction,0.939507404643766
31,storage_discharge_capacity,tw,1.8031865418881623
31,transport_electrification,percentage,99.99999999999996
31,heat_electrification,percentage,97.4054907865597
31,ev_flexibility,fraction,0.7907229608779228
31,biofuel_utilisation,percentage,46.11353646104347
32,curtailment,percentage,2.682072670632733
32,electricity_production_gini,fraction,0.6108208218721459
32,average_national_import,twh,22.935115475377817
32,fuel_autarky_gini,fraction,0.8138684429378295
32,storage_discharge_capacity,tw,6.075684775143449
32,transport_electrification,percentage,99.7420839936776
32,heat_electrification,percentage,94.90471142396008
32,ev_flexibility,fraction,0.8895803029848135
32,biofuel_utilisation,percentage,0.0
33,curtailment,percentage,1.20036333244622
33,electricity_production_gini,fraction,0.6922254664871702
33,average_national_import,twh,32.76229747222324
33,fuel_autarky_gini,fraction,0.8649999738765526
33,storage_discharge_capacity,tw,1.8400041093329456
33,transport_electrification,percentage,100.0
33,heat_electrification,percentage,97.23489516241769
33,ev_flexibility,fraction,0.8946606043204819
33,biofuel_utilisation,percentage,14.123695897549934
34,curtailment,percentage,0.566907767323573
34,electricity_production_gini,fraction,0.6813031566911063
34,average_national_import,twh,26.799289247280942
34,fuel_autarky_gini,fraction,0.81549265733761
34,storage_discharge_capacity,tw,1.9840813419110213
34,transport_electrification,percentage,100.0
34,heat_electrification,percentage,93.22757234900617
34,ev_flexibility,fraction,0.7928767072900015
34,biofuel_utilisation,percentage,66.01739185607286
35,curtailment,percentage,2.779545601809638
35,electricity_production_gini,fraction,0.6846716190122525
35,average_national_import,twh,34.58576466439114
35,fuel_autarky_gini,fraction,0.8741266025206267
35,storage_discharge_capacity,tw,1.5238300157746747
35,transport_electrification,percentage,90.98687291286454
35,heat_electrification,percentage,88.51451351749624
35,ev_flexibility,fraction,0.7455956187383729
35,biofuel_utilisation,percentage,87.74993431430924
36,curtailment,percentage,2.250904607448487
36,electricity_production_gini,fraction,0.6536640695109155
36,average_national_import,twh,30.383710044734205
36,fuel_autarky_gini,fraction,0.828706655986934
36,storage_discharge_capacity,tw,1.2251263111449706
36,transport_electrification,percentage,99.98958286039996
36,heat_electrification,percentage,89.15167057429944
36,ev_flexibility,fraction,0.7089932284438902
36,biofuel_utilisation,percentage,83.57320758457784
37,curtailment,percentage,0.4855983839512637
37,electricity_production_gini,fraction,0.7068944088590031
37,average_national_import,twh,31.80782764168501
37,fuel_autarky_gini,fraction,0.8668495452264666
37,storage_discharge_capacity,tw,1.1619904399736858
37,transport_electrification,percentage,100.0
37,heat_electrification,percentage,75.72630865701402
37,ev_flexibility,fraction,0.9019578256418156
37,biofuel_utilisation,percentage,95.28692828024428
38,curtailment,percentage,0.4467042428965277
38,electricity_production_gini,fraction,0.6749597475962671
38,average_national_import,twh,27.67828581911518
38,fuel_autarky_gini,fraction,0.92189534986286
38,storage_discharge_capacity,tw,2.089633111097717
38,transport_electrification,percentage,100.0
38,heat_electrification,percentage,96.57232934563297
38,ev_flexibility,fraction,0.8211285941243721
38,biofuel_utilisation,percentage,21.00821972540741
39,curtailment,percentage,0.566907767323573
39,electricity_production_gini,fraction,0.6813031566911063
39,average_national_import,twh,26.799289247280942
39,fuel_autarky_gini,fraction,0.81549265733761
39,storage_discharge_capacity,tw,1.9840813419110213
39,transport_electrification,percentage,100.0
39,heat_electrification,percentage,93.22757234900617
39,ev_flexibility,fraction,0.7928767072900015
39,biofuel_utilisation,percentage,66.01739185607286
40,curtailment,percentage,0.9934341251704372
40,electricity_production_gini,fraction,0.6945103249655125
40,average_national_import,twh,32.05154251274848
40,fuel_autarky_gini,fraction,0.9810938499241768
40,storage_discharge_capacity,tw,1.7734381139655668
40,transport_electrification,percentage,100.0
40,heat_electrification,percentage,94.3453019141874
40,ev_flexibility,fraction,0.7936278973849237
40,biofuel_utilisation,percentage,31.559485504533104
41,curtailment,percentage,0.6462426438219968
41,electricity_production_gini,fraction,0.6641848037327494
41,average_national_import,twh,22.35061716909697
41,fuel_autarky_gini,fraction,0.9813870863107852
41,storage_discharge_capacity,tw,1.8617686415089487
41,transport_electrification,percentage,99.99999999999996
41,heat_electrification,percentage,33.66130510420222
41,ev_flexibility,fraction,0.8370651630042968
41,biofuel_utilisation,percentage,99.0385701569702
42,curtailment,percentage,1.1436820319039325
42,electricity_production_gini,fraction,0.681280711127637
42,average_national_import,twh,27.24332984249117
42,fuel_autarky_gini,fraction,0.9790118794756604
42,storage_discharge_capacity,tw,1.5955897082151127
42,transport_electrification,percentage,100.0
42,heat_electrification,percentage,27.693289659746856
42,ev_flexibility,fraction,0.8313168212480245
42,biofuel_utilisation,percentage,99.40976912504296
43,curtailment,percentage,0.631125119140095
43,electricity_production_gini,fraction,0.6868069487362944
43,average_national_import,twh,28.65293660056755
43,fuel_autarky_gini,fraction,0.8723458021673747
43,storage_discharge_capacity,tw,2.081350679444576
43,transport_electrification,percentage,100.0
43,heat_electrification,percentage,98.88652094643751
43,ev_flexibility,fraction,0.7837560676622283
43,biofuel_utilisation,percentage,34.6366166047448
44,curtailment,percentage,0.8302917075402838
44,electricity_production_gini,fraction,0.7199835539081345
44,average_national_import,twh,26.79011431996187
44,fuel_autarky_gini,fraction,0.8825167516751621
44,storage_discharge_capacity,tw,1.6596675870969029
44,transport_electrification,percentage,99.99999999999996
44,heat_electrification,percentage,95.92940962815372
44,ev_flexibility,fraction,0.7458058250844685
44,biofuel_utilisation,percentage,21.979709536337324
45,curtailment,percentage,0.424389142124817
45,electricity_production_gini,fraction,0.6730687799740476
45,average_national_import,twh,33.8561895682734
45,fuel_autarky_gini,fraction,0.923679652989114
45,storage_discharge_capacity,tw,1.5942482634406303
45,transport_electrification,percentage,100.0
45,heat_electrification,percentage,95.02514973705637
45,ev_flexibility,fraction,0.8146981779232692
45,biofuel_utilisation,percentage,28.227395896843557
46,curtailment,percentage,0.8302917075402838
46,electricity_production_gini,fraction,0.7199835539081345
46,average_national_import,twh,26.79011431996187
46,fuel_autarky_gini,fraction,0.8825167516751621
46,storage_discharge_capacity,tw,1.6596675870969029
46,transport_electrification,percentage,99.99999999999996
46,heat_electrification,percentage,95.92940962815372
46,ev_flexibility,fraction,0.7458058250844685
46,biofuel_utilisation,percentage,21.979709536337324
47,curtailment,percentage,0.5669508224008157
47,electricity_production_gini,fraction,0.6812958844037131
47,average_national_import,twh,27.114359002690584
47,fuel_autarky_gini,fraction,0.8146312641289605
47,storage_discharge_capacity,tw,1.9836845647399624
47,transport_electrification,percentage,100.0
47,heat_electrification,percentage,93.226119606214
47,ev_flexibility,fraction,0.7928924637350262
47,biofuel_utilisation,percentage,66.01484176875283
48,curtailment,percentage,0.6783640519002403
48,electricity_production_gini,fraction,0.6727615145619796
48,average_national_import,twh,28.877569606711056
48,fuel_autarky_gini,fraction,0.9655352237698428
48,storage_discharge_capacity,tw,1.8329355329053485
48,transport_electrification,percentage,100.0
48,heat_electrification,percentage,95.36671480190256
48,ev_flexibility,fraction,0.7875399656281564
48,biofuel_utilisation,percentage,23.02096915363297
49,curtailment,percentage,0.262284045458265
49,electricity_production_gini,fraction,0.6604571645494668
49,average_national_import,twh,28.264207345157573
49,fuel_autarky_gini,fraction,0.8400500449817754
49,storage_discharge_capacity,tw,1.2973585040896694
49,transport_electrification,percentage,99.99999999999996
49,heat_electrification,percentage,81.59363282314746
49,ev_flexibility,fraction,0.9107671798244502
49,biofuel_utilisation,percentage,99.99229090947156
50,curtailment,percentage,1.403407582864718
50,electricity_production_gini,fraction,0.693052600301221
50,average_national_import,twh,35.23027500069545
50,fuel_autarky_gini,fraction,0.8490874828404882
50,storage_discharge_capacity,tw,1.963945677143859
50,transport_electrification,percentage,100.0
50,heat_electrification,percentage,98.75109457894622
50,ev_flexibility,fraction,0.9006639921937062
50,biofuel_utilisation,percentage,10.803585698475086
51,curtailment,percentage,0.5339594347239721
51,electricity_production_gini,fraction,0.6767627261036726
51,average_national_import,twh,28.500161914773173
51,fuel_autarky_gini,fraction,0.939507404643766
51,storage_discharge_capacity,tw,1.8031865418881623
51,transport_electrification,percentage,99.99999999999996
51,heat_electrification,percentage,97.4054907865597
51,ev_flexibility,fraction,0.7907229608779228
51,biofuel_utilisation,percentage,46.11353646104347
52,curtailment,percentage,0.7199138778675254
52,electricity_production_gini,fraction,0.7101805805477355
52,average_national_import,twh,31.438537533531967
52,fuel_autarky_gini,fraction,0.982617332487864
52,storage_discharge_capacity,tw,0.112213643712379
52,transport_electrification,percentage,100.00000000000004
52,heat_electrification,percentage,92.55706399340724
52,ev_flexibility,fraction,0.8183570002818413
52,biofuel_utilisation,percentage,34.31438508311324
53,curtailment,percentage,0.52952822856187
53,electricity_production_gini,fraction,0.6671289305006473
53,average_national_import,twh,26.764778862280664
53,fuel_autarky_gini,fraction,0.8528812616707799
53,storage_discharge_capacity,tw,1.5263628909814153
53,transport_electrification,percentage,100.0
53,heat_electrification,percentage,95.52779295675954
53,ev_flexibility,fraction,0.8114890627078677
53,biofuel_utilisation,percentage,46.53720355843674
54,curtailment,percentage,0.3496142656543388
54,electricity_production_gini,fraction,0.685085946902354
54,average_national_import,twh,28.35475739653941
54,fuel_autarky_gini,fraction,0.8414656578377916
54,storage_discharge_capacity,tw,1.3321618568305795
54,transport_electrification,percentage,100.0
54,heat_electrification,percentage,78.95758921080778
54,ev_flexibility,fraction,0.8925766764524071
54,biofuel_utilisation,percentage,95.00638867656556
55,curtailment,percentage,0.7183100264669958
55,electricity_production_gini,fraction,0.7117977783680155
55,average_national_import,twh,32.118812469214376
55,fuel_autarky_gini,fraction,0.98234410314783
55,storage_discharge_capacity,tw,1.7560084918467087
55,transport_electrification,percentage,100.0
55,heat_electrification,percentage,94.79347835134725
55,ev_flexibility,fraction,0.8108990419203358
55,biofuel_utilisation,percentage,25.933511241540486
56,curtailment,percentage,0.8549796387621014
56,electricity_production_gini,fraction,0.6682775446894134
56,average_national_import,twh,29.924510369572637
56,fuel_autarky_gini,fraction,0.8440663201297102
56,storage_discharge_capacity,tw,2.058756404336752
56,transport_electrification,percentage,100.0
56,heat_electrification,percentage,92.06594443153986
56,ev_flexibility,fraction,0.7943974647415656
56,biofuel_utilisation,percentage,82.35377156969155
57,curtailment,percentage,5.449546049892881
57,electricity_production_gini,fraction,0.6688039380941733
57,average_national_import,twh,23.91437810911852
57,fuel_autarky_gini,fraction,0.9562187394156758
57,storage_discharge_capacity,tw,1.3970696821241506
57,transport_electrification,percentage,58.35572155594859
57,heat_electrification,percentage,92.6013925799384
57,ev_flexibility,fraction,0.8042072279575246
57,biofuel_utilisation,percentage,99.92022414350546
58,curtailment,percentage,0.2404748485772596
58,electricity_production_gini,fraction,0.6709960427890025
58,average_national_import,twh,26.527116435551804
58,fuel_autarky_gini,fraction,0.8370009158953536
58,storage_discharge_capacity,tw,1.2949765288537864
58,transport_electrification,percentage,100.0
58,heat_electrification,percentage,79.2156961548173
58,ev_flexibility,fraction,0.915288104231887
58,biofuel_utilisation,percentage,99.99256133704355
59,curtailment,percentage,0.5287626700173048
59,electricity_production_gini,fraction,0.6839061206360825
59,average_national_import,twh,29.19542858548426
59,fuel_autarky_gini,fraction,0.8718918836515698
59,storage_discharge_capacity,tw,1.4760280280611198
59,transport_electrification,percentage,100.0
59,heat_electrification,percentage,96.05355384341388
59,ev_flexibility,fraction,0.7979077998783739
59,biofuel_utilisation,percentage,23.322859770391265
60,curtailment,percentage,0.4464332602094718
60,electricity_production_gini,fraction,0.6749648522482884
60,average_national_import,twh,29.030763514119748
60,fuel_autarky_gini,fraction,0.9223527023794654
60,storage_discharge_capacity,tw,2.089634587757242
60,transport_electrification,percentage,100.0
60,heat_electrification,percentage,96.5705927743896
60,ev_flexibility,fraction,0.821112572456792
60,biofuel_utilisation,percentage,20.995793994582915
61,curtailment,percentage,0.7183100264669958
61,electricity_production_gini,fraction,0.7117977783680155
61,average_national_import,twh,32.118812469214376
61,fuel_autarky_gini,fraction,0.98234410314783
61,storage_discharge_capacity,tw,1.7560084918467087
61,transport_electrification,percentage,100.0
61,heat_electrification,percentage,94.79347835134725
61,ev_flexibility,fraction,0.8108990419203358
61,biofuel_utilisation,percentage,25.933511241540486
62,curtailment,percentage,1.2444867130045911
62,electricity_production_gini,fraction,0.7141311219753622
62,average_national_import,twh,29.126418065593725
62,fuel_autarky_gini,fraction,0.9799672406096908
62,storage_discharge_capacity,tw,1.4236135243338746
62,transport_electrification,percentage,99.99999999999996
62,heat_electrification,percentage,99.37045197720084
62,ev_flexibility,fraction,0.7547899408713653
62,biofuel_utilisation,percentage,9.927452307786035
63,curtailment,percentage,0.5513113816519744
63,electricity_production_gini,fraction,0.666846906808447
63,average_national_import,twh,25.98282595182815
63,fuel_autarky_gini,fraction,0.9226691683943048
63,storage_discharge_capacity,tw,0.1123993225972994
63,transport_electrification,percentage,100.00000000000004
63,heat_electrification,percentage,95.40364288766276
63,ev_flexibility,fraction,0.8251727182281384
63,biofuel_utilisation,percentage,24.06188991865151
64,curtailment,percentage,0.4099154758244319
64,electricity_production_gini,fraction,0.6600034203298378
64,average_national_import,twh,30.858139189491432
64,fuel_autarky_gini,fraction,0.8787403175658962
64,storage_discharge_capacity,tw,2.116242959162792
64,transport_electrification,percentage,100.0
64,heat_electrification,percentage,95.78499273239814
64,ev_flexibility,fraction,0.8374047736520466
64,biofuel_utilisation,percentage,80.81185308851691
65,curtailment,percentage,0.4338516103504179
65,electricity_production_gini,fraction,0.6650648079225076
65,average_national_import,twh,33.385453947109966
65,fuel_autarky_gini,fraction,0.9172892543021366
65,storage_discharge_capacity,tw,1.6285904861650289
65,transport_electrification,percentage,100.00000000000004
65,heat_electrification,percentage,95.12701786083852
65,ev_flexibility,fraction,0.8174046466341617
65,biofuel_utilisation,percentage,27.67033228122053
66,curtailment,percentage,0.6316260564114599
66,electricity_production_gini,fraction,0.6504962746830901
66,average_national_import,twh,26.0288269856028
66,fuel_autarky_gini,fraction,0.8741026849358733
66,storage_discharge_capacity,tw,2.062022697284496
66,transport_electrification,percentage,100.0
66,heat_electrification,percentage,95.43557892140932
66,ev_flexibility,fraction,0.8128809537394917
66,biofuel_utilisation,percentage,59.01921696005817
67,curtailment,percentage,0.4614989659809989
67,electricity_production_gini,fraction,0.6738224069573499
67,average_national_import,twh,30.47250748963478
67,fuel_autarky_gini,fraction,0.9022409204635108
67,storage_discharge_capacity,tw,2.089892388430958
67,transport_electrification,percentage,99.99999999999996
67,heat_electrification,percentage,95.55522111239
67,ev_flexibility,fraction,0.7848662441739314
67,biofuel_utilisation,percentage,25.185729895119945
68,curtailment,percentage,0.5289035342204657
68,electricity_production_gini,fraction,0.683915031178545
68,average_national_import,twh,27.473058729841032
68,fuel_autarky_gini,fraction,0.8721285664535098
68,storage_discharge_capacity,tw,1.4766203894414982
68,transport_electrification,percentage,100.0
68,heat_electrification,percentage,96.05440077491345
68,ev_flexibility,fraction,0.7979997476653039
68,biofuel_utilisation,percentage,23.29125180459897
69,curtailment,percentage,0.566907767323573
69,electricity_production_gini,fraction,0.6813031566911063
69,average_national_import,twh,26.799289247280942
69,fuel_autarky_gini,fraction,0.81549265733761
69,storage_discharge_capacity,tw,1.9840813419110213
69,transport_electrification,percentage,100.0
69,heat_electrification,percentage,93.22757234900617
69,ev_flexibility,fraction,0.7928767072900015
